4312732	"j e. greene et al., ""glow-discharge optical spectroscopy for the analysis of thin films"", j. appl. phys., vol. 44, pp. 2509-2513 (1973)..
9308043	de leeuw, peter w. et al., renal vascular tachyphylaxis to angiotensin ii: specificity of the response for angiotensin, dec. 28, 1981, life sciences, vol. 30, 1982 pergamon press ltd., pp. 813-819. cited by applicant.
7795210	garnett et al., 2002, advanced drug delivery reviews 53:171-216. cited by other.
8993625	driscoll, david f., et al., ""the influence of medium-chain triglycerides on the stability of all-in-one formulations,"" international journal of pharmaceutics, 2002, pp. 1-10, 240, elsevier science b.v., the netherlands. cited by applicant.
8930535	helios software, llc et al., (redacted) plaintiff's reply brief in support of motion to strike spectorsoft's amended responsive pleading [d.i. 290] with exs. a-d attached hereto (redacted in their entirety); c.a. 12-081 (lps), feb. 19, 2014, 13 pages. cited by applicant.
4284647	mccollum et al., j. biol. chem., (1913-14) 16: 295-315; 321-325..
8212632	campbell et al., a compact 5-bit phase-shifter mmic for k-band satellite communication systems, ieee transaction on microwave theory and techniques, p. 2652, vol. 48, no. 12, dec. 2000. cited by other.
6057396	sugahara, et al., ""clay-organic nano-composite; preparation of a kaolinite-poly(vinylpyrrolidone) intercalation compound"", journal of the ceramic society of japan, international edition, vol. 100, no. 4, apr. 1, 1992, pp. 420-423..
5763172	broadhurst et al., ""new macrocyclic aromatic systems related to porphins"", j. chem. soc., chem. commun. pp. 23-24, 1969..
5592226	w. g. owen, ""spatio-temporal integration in the human peripheral retina,"" vision research, vol. 12, pp. 1011-1026, 1972..
6998358	colbum et al., step and flash imprint lithography: a new approach to high-resolution patterning, proc. spie vol. 3676, p. 379-389, 1999. cited by other.
8428102	pirkin, ilya, calculations in galois fields., c/c++ users journal; oct. 2004, vol. 22 issue 10, p. 14-18, 4p, 1 color photograph. cited by applicant.
7364919	nitov, et al., ""shiga-like toxins are neutralized by tailored multivalent carbohydrate ligands"", nature, vol. 403, pp. 669-672 (2000). cited by other.
8792909	pham et al., ""selection of k in k-means clustering,"" proceedings of the institution of mechanical engineers, part c: journal of mechanical engineering science, jan. 1, 2005, vol. 219, no. 1, pp. 103-119. cited by applicant."
6043024	a.s. altieri et al., ""association of biomolecular systems via pulsed field gradient nmr self-diffusion measurments,"" journal of the american chemical society, vol. 117, (1995) 7566-7567..
8341268	reis, et al., ""isolating web programs in modern browser architectures"", retrieved on jun. 23, 2009 at <<http://www.cs.washington.edu/homes/gribble/papers/eurosys-2009.pd- f>>, eurosys 2009, acm, 2009, 13 pgs. cited by other.
7018340	article entitled ""non-invasive pulmonary blood flow measurement by means of co.sub.2 analysis of expiratory gases"" by bosman, r.j., et al., intensive care med (1991) 17:98-102. cited by other.
7617264	wilson, p., r., lam, m., s., and moher, t., g., effective ""static-graph"" reorganization to improve locality in garbage-colleceted systems, proceedings of the acm sigplan '91 conference on programming language design and implementation, canada, jun. 26-28, 1991, pp. 177-191. cited by other.
7657424	business and high tech editors, mapquest.com and speechworks to develop first speech recognition application for accessing driving directions over the phone business wire, 3 pages, sep. 13, 1999. cited by other.
5712171	j. org. chem ussr, 1977, 13, 885, ""reaction of acyl nitrenes with unsaturated compounds"", by v.p. semenov et al..
7892727	alcami, et al. 1998. blockade of chemokine activity by a soluble chemokine binding protein from vaccinia virus, the journal of immunology, 160:624-633. cited by other.
5376532	"cox et al, j. periodont. res., 25:164-171 (1990)..
9082187	bolch, larry n.; visual communications; perspective and barrell distortion correction of wide-angle images in adobe photoshop; 5 pages. cited by applicant.
9529923	"moser, louise e., and peter m. melliar-smith. ""byzantine-resistant total ordering algorithms."" information and computation 150.1 (1999): 75-111. cited by examiner.
9483687	4k slideshow maker, ""create impressive slideshows, save your memories,"" http://www.4kdownload.com/products/product-slideshowmaker, 2014, pp. 1-2. cited by applicant.
8166188	ep96944776, european examination dated may 5, 2004, 4 pages. cited by other.
8640184	brighton's experience with software for broadcast (draft). cited by applicant.
8956845	caruthers, m.h., et al., ""chemical synthesis and biological studies on mutated gene-control regions,"" cold harbor symp. quant. biol., 47:411-418 (1982). cited by applicant.
9103823	drenckhanhn, et al., ""production of polyclonal antibodies against proteins and peptides"", methods cell biol., vol. 37, pp. 7-56, (1993). cited by applicant.
4090793	kapany, n. s. fiber optics, new york, academic press, 1967, p. 169..
5912159	wissman, p.b. et al.; ""gene transfer of liver arginase into different subcellular compartments"", am. j. hum. genet, 1994, 55(3) 55(3);a139 (abstact #800)..
7262681	data sheet, semiconductor components industries, llc, ""nuf6106fct1, 6 channel emi pi-filter array with esd protection"", mar. 2004, rev.0, 4 pages, copyright 2004. cited by other.
9191505	retkwa, ""telephone politics"", internet world, jun. 1996, pp. 54-60. cited by applicant.
d487156	pla-cor, incorporated catalogue, `pla-cor.rtm. plastic corner bead system--the proven, patented alternative to metal & pvc corner bead products`, 1996..
8558950	messerschmid, u., ""videotext: ein nueur informations dienst in femschrund funk"" 1978 (abstract). cited by applicant.
8613920	gorevic et al., ""ten to fourteen residue peptides of alzheimer's disease protein are sufficient for amyloid fibril formation and its characteristic x ray diffraction pattern"" biochem. and biophy. res. commun., 147(2):854-862 (1987). cited by applicant.
7491389	sengupta et al. preventing stem cell incorporation into choroidal neovascularization by targeting homing and attachment factors. investigative opthalmology&visual science. 2005;46(1):343-348. cited by examiner.
8217149	yamazaki et al., ""expression of programmed death 1 ligands by murine t cells and apc"" immunol. 169(10):5538-45 (nov. 2002). cited by other.
d805103	registered trademark serial no. 86350204, apple inc., priority date: jan. 29, 2014. cited by applicant.
9407566	sherwood, rob, et al., ""carving research slices out of your production networks with openflow,"" acm sigcomm computer communications review, jan. 2010, pp. 129-130, vol. 40, no. 1. cited by applicant.
9044523	budowsky, ei, ""problems and prospects for preparation of killed antiviral vaccines"", 1991, adv. virus res. 39:255-290. cited by applicant.
9541760	fan chao et al: ""development of a micromirror based laser vector scanning automotive hud"" mechatronics and automation (icma), 2011 international conference on, ieee,aug. 7, 2011 (aug. 7, 2011), pp. 75-79, xp032019603, doi:10.1109/icma.2011.5985634, isbn: 978-1-4244-8113-2 figures 1,3,7,8. cited by applicant.
8885659	""powerline network communications module"" adaptive networks, 2 pages, jan. 1, 2010. cited by applicant.
8862830	"codeproject, ""generic cache manager"", [online], last updated feb. 3, 2007, retrieved from the internet at <url: http://www.codeproject.com/kb/web-cache/generic.sub.--cache.sub.--manager-.aspx?display=mobile>, 3 pp. cited by applicant.
7205459	armstrong & green, ""establishment and maintenance of friable embryogenic maize callus and the involvement of l-proline,"" planta, 164:207-214, 1985. cited by other.
8809285	jennings et al., ""synthetic glycoconjugates as human vaccines,"" neoglycoconjugates: preparation and applications, (1994); pp. 325-371. cited by applicant.
8612107	cassandra, anthony, et al., incremental pruning: a simple, fast, exact method for partially observable markov decision processes, pp. 1-8. cited by applicant.
7185352	hwang, ren-hung , et al., ""scheduling policies for an vod system over catv networks"", ieee, department of computer science & information engineering,(1997),438-442. cited by other.
9307281	sun's next steps in digital set-tops, article in cablevision, p. 56, nov. 16, 1998. cited by applicant.
7425670	preiss, et al., molecular genetics of kruppel, a gene required for segmentation of the drosphila embryo, plant molecular biology, vol. 11, pp. 463-471 (1988). cited by other.
6335019	lowenstein, h. et al. (1981) ""antigens of ambrosia-elatior short ragweed pollen 2. immunochemical identification of known antigens by quantitative immuno electrochemical identification of known antigens by quantitative immunoelectrophoresis"" immunology 127(2):637-642..
9517271	greydanus, d. e.; ""psychopharmacology for adhd in adolescents: quo vadis?""; psychiatric times vol. 20, no. 5; may 5, 2003; pp. 1-7. cited by applicant.
9481885	baudhuin et al., ""use of microsatellite instability and immunohistochemistry testing for the identification of individuals at risk for lynch syndrome"", fam. cancer, 2005, vol. 4, no. 3, pp. 255-265, abstract only. cited by applicant.
8637048	goding, ""monoclonal antibodies: principles and practice,"" academic press, 162-165 (1986). cited by applicant.
7666445	linhardt r. j., ""biodegradable polymers for controlled release of drugs"", biodegradable polymers 53-83. cited by other.
7943573	mehta, v. et al. (apr.-jun. 2005). ""the use of growth factors on tendon injuries,"" journal of hand therapy 18:87-92. cited by other.
d718034	nike footwear catalog, 1996 holiday footwear, p. 28, published mar. 1996, nike, inc., usa. cited by applicant.
6046003	urdea et al. ""a comparison of non-radioisotopic hybridization assay methods using flouroscent, chemiluminescent and enzyme labeled synthelic oligodeoxyribonucleotide probes"" nucleic acids research, (1988) vol. 16, no. 11 pp. 4937-4956.."
8441454	p. isokoski and i. s. mackenzie. combined model for text entry rate developmen; apr. 5-10, 2003; chi2003 extended abstracts, pp. 752-753. cited by applicant.
9217698	"yung chia chen, douglas h. smith, and david f. meaney, ""in-vitro approaches for studying blast-induced traumatic brain injury"", journal of neurotrauma 26:861-876, jun. 2009. cited by examiner.
8849003	kumaradevan punithakumar et al., ""heart motion abnormality detection via an information measure and bayesian fitering,"" miccai 2009, part ii, lncs 5762, pp. 373-380, 2009. cited by applicant.
6232085	copeland, r.a., et al., ""the structure of human acidic fibroblast growth factor and its interaction with heparin,"" arch. biochem. biophys. 289:53-61 (1991)..
8110177	pct/us00/22030 isr dated feb. 28, 2001. cited by other.
7974833	och, f. and ney, h, ""improved statistical alignment models,"" 2000, 38th annual meeting of the acl, hong kong, pp. 440-447. cited by other.
9623407	chen, et al., ""optimal designs of staggered dean vortex micromixers,"" international journal of molecular sciences, 2011, pp. 3500-3524, doi:10.3390/ijms12063500, issn 1422-0067, www.mdpi.com/journal/ijms. cited by applicant.
8287894	zhen, y. et al. (eds). (nov. 2002). modern biotechnological pharmaceutics series, antibody engineering pharmaceutics, chemical industry press et al., beijing, china, pp. 303-302, with certified english translation, for a total of 10 pages. cited by other.
d523221	""nike footwear catalog,"" spring 2000, published jul. 1999 (p. w10), beaverton, oregon. cited by other.
8912394	bf650930 ncbi acc. no. bf650930 (gi: 11916060) (dec. 20, 2000); torres-jerez,i., et al. ""nf098f10ec1f1089 elicited cell culture medicago truncatula cdna done nf098f10ec 5', mrna sequence""; source: medicago truncatula (barrel medic). cited by applicant.
6673933	p.w. heidbuchel, ethanolysis of ortho-, meta-, and parasubstituted phenylacetyl chlorides, bull. soc. chim. belges. (1986, pp. 149-152, vol. 77)..
8553514	kasami et al., ""large capacity and high-data-rate phase-change disks"", jpn. j. appl. phys., vol. 39 (2000), pp. 756. cited by applicant.
7947457	goodall, harry; maro, bernard; ""major loss of junctional coupling during mitosis in early mouse embryos""; the journal of cell biology; bearing a date of feb. 1986; pp. 568-575; vol. 102; the rockefeller university press. cited by other.
5741462	isailovic, ""optical memories,"" videodisc and optical memory systems, prentice-hall, inc., pp. iii, 292-323 (1985)..
8224877	bechtolsheim et al., the sun workstation architecture, computer systems laboratory, departments of electrical engineering and computer science, stanford university, technical report no. 229, jan. 15 1982, 55 pages. cited by other.
7183112	seggey, j.s., et al., ""inhibition of il-4-driven ige synthesis by peripheral blood lymphocytes (pbl) in vitro with hydroxychloroquine (hcq)"", allergic disease ige, no. 343, p. 62a, 1993. cited by other.
9130700	"keyzer, et al.; ""digital generation fo rr signals for wireless communications with band-pass delta-sigma modulation""; ieee; 2001; 4 pp. cited by applicant.
7479669	wu et al., ""linearity performance of gan hemts with field plates,"" drc 2004, cree, inc. cited by other.
9303245	karp et al., lab chip, 7:786-794 (2007). cited by examiner.
8473539	hemkumar, nariankadu, ""efficient complex matrix transformations with cordic "" proc. of the 1993 ieee 11.sup.th symposium on computer arithmetic, jun. 29, 1993, pp. 122-129, ieee, piscataway, new jersey, usa. cited by applicant.
8927950	umezawa et al., ""beam commissioning of the new proton therapy system for university of tsukuba,"" proceedings of the 2001 particle accelerator conference, vol. 1, jun. 18-22, 2001, pp. 648-650. cited by applicant.
6998771	xingren liu et al., ""selectively excited emission and tb.sup.3+.fwdarw.ce.sup.3+ energy transfer in yttrium aluminum garnet"", physical review b, vol. 39, no. 15, pp. 10633-10639. cited by other."
7893264	paquette, leo a. ""the pyridine group."" chptr:7;principals of modern heterocyclic chemistry.,1968. cited by other.
8650028	appendix 2-b, invalidity contentions. cited by applicant.
7280548	sampath et al., ""mechanism to un-speculatively pre-fetch instructions from the thread associated to a packet,"" apr. 2, 2001, disclosure document #491527, uspto. cited by other.
6014892	g reich, the principle of he enrichment in a counterflow leak detector with a turbomolecutor pump with two inlets, journal of vacuum science and technology, part a., vol. 5, no. 4, jul. 1987-aug. 1987, new york, us pp. 2641-2645..
5571790	conn, g. et al., ""the isolation and purification of two anionic endothelial cell growth factors from human brain"", biochem. biophys. res. comm. 124, 262-268 (1984)..
7673321	umemura, et al.; ""real-time transmission and software decompression of digital video in a workstation;"" international computer science institute; tr-91-004; jan. 1991; 2 cover pages and pp. 1-9. cited by other.
d577311	image shown on webpage:.quadrature..quadrature.http://web.archive.org/web/20041013221459/http://- www.bearkatsoccer.com/texas-flag.jpg.quadrature..quadrature.display date: oct. 13, 2004. cited by examiner.
5194585	jerne et al., ""recurrent idiotypes and internal images,""]embo journal 1:243-247, 1982..
8951473	kong et al., nanotube molecular wires as chemical sensors. science. jan. 28, 2000;287(5453):622-5. cited by applicant.
7404636	davis, robert a.; computer vision syndrome- the eyestrain epidemic ; review of optomtery, sep. 15, 1997. cited by other.
8425861	hopwood et al., rapid quantification of dna samples extracted from buccal scrapes prior to dna profiling. biotechniques. 1997;23(1):18-20. cited by applicant.
7327995	song, ""dual mode transmitter with adaptively controlled slew rate and impedance supporting wide range data rates,"" 2001. cited by other.
6203819	lee, et al., ""dose effects of aspirin on gastric prostaglandins stomach mucosal injury"", annals of internal medicine 120(3): 184-189 (1994)..
4968794	weber et al., ca 86-171546c..
8143026	human genome sciences, inc., transcript of analyst and investor meeting, thursday, may 26, 2005, new york, new york. cited by other.
7927594	hwang, k. j. et al. (1980). ""hepatic uptake and degradation of unilmellar sphingomyelin/cholesterol liposomes: a kinetic study,"" proc. natl acad. sci usa 77(7):4030-4034. cited by other.
9217030	warne, et al., ""development of high concentration protein biopharmaceuticals: the use of platform approaches in formulation development,"" european journal of pharmaceutics and biopharmaceutics, 78:208-212 (2011). cited by applicant."
7728976	mack, c. a. (winter 1994). ""positive photoresists--exposure,"" microlithography world, pp. 21-23. cited by other.
8409812	kaiser, science, 2006, 313: 1370. cited by applicant.
6692666	r. l. sutherland, l. v. natarajan, t. j. bunning and v. p. tondiglia, article, ""switchable bragg gratings formed in situ within a polymer-dispersed liquid crystal composite medium,"" 1996 materials research society..
9771418	rodary et al., ""patient preference for either the eortc qlq-c30 or the facit quality of life (qol) measures: a study performed in patient suffering from carcinoma of an unknown primary site (cup),"" european journal of cancer, vol. 40, pp. 521-528(2004). cited by applicant.
8067232	edmunds et al., blood, 91(12):4561-4571 (1998). cited by other.
9691856	datta et al. ""85mm gate length enhancement and depletion mode insb quantum well transistors for ultra high speed and very low power digital logic applications"" ieee dec. 5, 2005, pp. 763-766. cited by applicant.
9593315	guo, jia et al., ""four-color dna sequencing with 3'-o-modified nucleotide reversible terminators and chemically cleavable fluorescent dideoxynucleotides"", pnas, vol. 105, no. 27, jul. 8, 2008, 9145-9150. cited by applicant.
9074003	thielens et al., ""comparative study of the fluid-phase proteolytic cleavage of human complement subcomponents c4 and c2 by c1s and c1r2-c1s2"", febs, 1984, 165(1):111-116. cited by applicant.
9629545	c liu, motion magnification, acm siggraph 2005, pp. 519-526, 2005, retrieved from the internet on jul. 9, 2014 fromhttp://people.csail.mit.edu/celiu/pdfs/motionmag.pdf. cited by applicant.
7906287	hacia jg. resequencing and mutational analysis using oligonucleotide microarrays. nat genet 21(1 suppl):42-7 (1999). cited by other.
7863464	pei, j-j. et al. ""okadaic-acid-induced inhibition of protein phosphatase 2a produces activation of mitogen-activated protein kinases erk1/2, mek1/2, and p70 s6, similar to that in alzheimer's disease"", american journal of pathology, 163(3):845-858 (2003). cited by other.
8012972	"""protein, nucleic acid and enzyme"", vol. 51, no. 14, title page & pp. 2069-2075 (2006) (translation of relevant portion, p. 2069, left column, lines 1-11 only). cited by other.
7572882	ruppert, j., et al., ""prominent role of secondary anchor residues in peptide binding to hla-a2.1 molecules,"" cell 74:929-937, cell press (sep. 1993). cited by other.
5460797	keren, d. f., ""flow cytometry in clinical diagnosis"" (1989).."
6737256	ifuku et al., ""conversion off dethiobiotin to biotin in cell-free extracts of escherichia coli"", biosci. biotech. biochem, 56:1780-1785, 1992..
7678915	chen, t.m., et al., ""determination of the metabolites of terfenadine in human urine by thermospray liquid chromatography-mass spectrometry,"" j. pharm. biomed. anal. 9(10-12):929-33, (1991). cited by other.
9156878	vippagunta, et al. crystalline solids. adv drug deliv rev. may 16, 2001;48(1):3-26. cited by applicant.
5958882	matthews et al., ""studies on the leukocyte-common antigen: structure, function, and evolutionary conservation"", csh symp. quant. biol., 1989, liv, 675-682..
9345377	evans, w. p. ""cationic fabric softeners,"" chemistry and industry, jul. 5, 1969, pp. 893-903. cited by applicant.
8603809	poulsom et al., ""adult stem cell plasticity,"" j pathol, 2002; 197:441-56. cited by applicant.
9515495	lamb, gregory m. ,""look ma--no wires!--electricity broadcast through the air may someday run your home"",the christian science monitor,http://www.csmonitor.com/2006/1116/p14s01-stct.html,nov. 15, 2006,2 pages. cited by applicant.
8906940	shuman, r.b. et al., ""prophylactic therapy for acute ulcer bleeding: a reappraisal"", annals of internal medicine, 1987, pp. 562-567, vol. 106. cited by applicant.
7741348	"cited ref.sub.--stn.sub.--11886593.sub.--preliminary.sub.--04282009. cited by examiner.
7119272	kawakami, r.k., et al.; ""quantum-well states in copper thin films""; nature, 398, (1999) pp. 132-134. cited by other.
8782179	ekle michlmayr, et al. learning user profiles from tagging data and leveraging them for personal(ized) information access, www2007, may 8-12, 2007, banff, canada. http://www2007.org/workshops/paper.sub.--29.pdf. last accessed mar. 20, 2008, 7 pages. cited by applicant.
7887536	johnson et al. ""evaluation of the ligasure vessel sealing system in hemorrhoidectormy"" american college of surgeons (acs) clinicla congress poster (2000). cited by other.
9763240	3gpp tr 25.913 v8.0.0; ""3rd generation partnership project; technical specification group radio access network; requirements for evolved utra (e-utra) and evolved utran (e-utran) (release 8);"" dec. 2008 (18 pages). cited by applicant.
9682077	hansch c et al.,""comprehensive medicinal chemistry, vol. 5 biopharmaceutics,"" rational design, mechanistic study and therapeutic application of chemical compounds, oxford, pergamon press, gb, vol. 5, 1990, pp. 251-278, xp008054499. cited by applicant.
5267803	"ibm wheelwriter lift-off tape cassette, quill catalog, p. 128..
8065664	illusive security, wolves in sheep's clothing: malicious dlls injected into trusted host applications, author unknown, http://home.arcor.de/scheinsicherheit/dll.htm 13 pgs. cited by other.
8288135	gellerman et al., ""methyl-directed desaturation of arachidonic to eicosapentaenoic acid in the fungus, saprolegnia parasitica"", pp. 23-30, 1979, biochim. biophys. acta, vol. 573. cited by other.
8255237	gaonkar, shravan, et al.; ""micro-blog: sharing and querying content through mobile phones and social participation""; mobisys '08; jun. 17-20, 2008; pp. 174-186; acm. cited by other."
9599053	c. e. lemke; ""a method of solution for quadratic programs""; rensselaer polytechnic institute, troy, new york, published online: jul. 1, 1962, pp. 442-453. cited by applicant.
9379108	"lee, rinus tek po et al., ""platinum germanosilicide as source/drain contacts in p-channel fin field-effect transistors (finfets),"" ieee transactions on electron devices, vol. 56, no. 7, jul. 2009, pp. 1458-1465. cited by applicant."
8748889	janotti.a et al., ""native point defects in zno"", phys. rev. b (physical review. b), oct. 4, 2007, vol. 76, no. 16, pp. 165202-1-165202-22. cited by applicant.
9615789	ensell, et al. ""silicon-based microelectrodes for neurophysiology, micromachined from silicon-on-insulator wafers,"" med. biol. eng. comput., 2000, vol. 38, pp. 175-179. cited by applicant.
8288559	chen, k. et al., ""r1, a novel repressor of the human monoamine oxidase a,"" j. biol. chem. (2005) 280(12):11552-11559. cited by other.
8491839	validation and compliance; software systems prepare manufacturers for com(pat)ibility, rios, pharma. tech., may 2004, pp. 1-8. cited by applicant.
6291523	cryer b. et al., amer.j.med., vol. 104, no. 5, pp. 413-421 (1998).."
6753154	ncbi sequence viewer, accession no. af176646, amino acid and nucleic acid database sheets, apr. 12, 2000.*.
9238070	annabi et al., j. cell. biochem. (2004) 91:1146-1158. cited by applicant.
8507502	yoon et al., ""efficient synthesis of 4-aminoquinazoline and thieno[3,2-d]pyrimidin-4-ylamine derivatives by microwave irridation,"" organic letters, 6(25):4775-4778 (2004). cited by applicant.
8264402	""airwave rogue access point detection."" 2002. airwave wireless, inc. san mateo, ca. url: http://airwave.com/features.html. cited by other.
9458242	miller et al., ""development of taxoids with enhanced toxicity and solubility"" poster presentation, 224th acs nat. meeting, aug. 18-22, 2002, boston, ma. cited by applicant.
7016786	carter et al., ""the use of double mutants to detect sturctural changes in the active site of the tyrosyl-trna synthetase (bacillus stearothermophilus),"" cell, 38:835-840, 1984. cited by other.
6221598	schumm, j. w., et al., ""development of nonisotopic multiplex amplification sets for analysis of polymorphic str loci,"" proceedings from the fourth international symposium on human identification (1993) pp. 177-187..
5198011	von wettstein-knowles, ""biosynthetic relationships between.beta.-diketones and esterified alkan-2-ols deduced from epicuticular wax of barley mutants,"" 144 molec. gen. genet. 43-48 (1976)..
8569233	mehl, ra et al., ""generation of a bacterium with a 21 amino acid genetic code,"" j am chem soc. 2003 jan. 29;125 (4).935-9. cited by applicant.
9207763	bejczy, ""sensors, controls, and man-machine interface for advanced teleoperation,"" science, vol. 208, no. 4450, pp. 1327-1335, 1980. cited by applicant.
7342027	d.s. yamashita, et. al., j. am. chem. soc., 119, 11351 (1997). cited by other.
7935870	s. b. narasimhulu, et al., species specific shoot regeneration response of cotyledonary explants of brassicas, revised version received nov. 24, 1987--communicated by e. earle, plant cell reports (988) 7: 104-106. plant cell reports copyright springer-verlag 1988. cited by other.
8893177	no digisonics friends show in comments, broadcasting, may 24, 1971, p. 62. cited by applicant.
5691706	smartwell: portable system for groundwater monitoring, imo industries, inc.; gems environmental products, gems sensors division, one cowles road, plainville, ct 06062..
7407662	yokoyama, et al., arteriosclerosis, selective removal of low density lipoprotein by plasmapheresis in familial hypercholesterolemia, 5, 613-622. (1985). cited by other.
9384254	solid et al., ""network appliance adds snaprestore, snapmirror to ontap,"" computergram international, apr. 26, 1999 (2 pages). cited by applicant.
9624601	yano et al., ""growth of nitride crystals, bn, aln and gan by using a na flux"", diamond and related materials, vol. 9, 2000, pp. 512-515. cited by applicant.
5461420	"woo paik, ""digicipher-all digital, channel compatible, hdtv broadcast system,"" ieee, 1990, vol. 36, no. 4, pp. 245-254.."
9067981	yang et al., ""effects of racemization on the aggregational properties of the amyloid.beta.-peptide in alzheimer's disease,"" abstract # 255 from american chemical society 214th national meeting (1997). cited by applicant.
9692892	etsi ts 101 046 v7.0.0 (aug. 1999); digital cellular telecommunications system (phase 2+); customised applications for mobile network enhanced logic (camel); camel application part (cap) specification (gsm 09.78 version 7.0.0 release 1998). cited by applicant.
7127175	goloubkoff et al., outdoor and indoor applications for broadband local loop with fibre supported mm-wave radio systems, ieee, p. 31-34, 1997. cited by other.
5872107	goudgaon, n.m., el-kattan, g.f., and schinazi, r.f., ""boron containing pyrimidines, nucelosides, and oligonucleotides for neutron capture therapy,"" nucleosides & nucleotides, 13:849-880 (1994)..
9504254	*database caplus (online) accession no. 1993:228245, document no. 118:228245, nippon soda co.: ""synergistic agrochemical pesticide compositions containing amines and ergosterol biosynthesis inhibitors"" xp002900600, zusammenfassung & jp 05 017311 a, jan. 26, 1993, rn 147576-25-8; rn 147576-27-0. cited by applicant.
6683924	patel et al., ""analysis of a simple successive interference cancellation scheme in ds/cdma system,"" ieee jsac, vol. 12, no. 5, pp. 796-807, jun. 1994..
7464059	ibm technical disclosure bulletin, title: selective receipt of document elements in an electronic mail system, issue no. 429, tdb-acc-no. nnrd429177, jan. 2000, uk. cited by other."
8381729	messinger et al., ""using tracheal pressure to trigger the ventilator and control airway pressure during continuous positive airway pressure decreases work of breathing,"" chest, 1995, vol. 108, no. 2, pp. 509-514. cited by applicant.
7811174	cryptography and network security: principles and practice second edition prentice hall 1999; pp. 330 and 333-338. cited by other.
8694189	ieee search performed on jan. 8, 2014. search history included. cited by examiner.
re40042	amended memorandum and order dated mar. 7, 2006, which denies court correction of claim 4 of u.s. patent no. 6,550,701. cited by other.
7364842	chao, s-h, et al., ""identification of homeodomain proteins, pbx1 and prep1, involved in the transcription of murine leukemia virus,"" molecular and cellular biology, feb. 2003, pp. 831-841, vol. 23, no. 3, american society for microbiology. cited by other.
8594814	caro, richard h. ""the fifth generation process control architecture,"" isa transactions vol. 28 no. 4 (1989), pp. 23-28. cited by applicant.
8485387	keller, k. et al.; ""application of high temperature multilayer insulations""; acta astronautica ; bearing a date of 1992; pp. 451-458; vol. 26; no. 6; pergamon press ltd. cited by applicant.
8546524	genbank accession no. nm.sub.--005269 (downloaded apr. 28, 2009). cited by applicant.
9435743	schweitzer, barry et al., ""immunoassays with rolling circle dna amplification: a versatile platform for ultrasensitive antigen detection,"" pnas, (aug. 29, 2000), vol. 97, no. 18, pp. 10113-10119. cited by applicant.
7608436	sievert et al., cereal chemistry 67:217-221(1990). cited by other.
8024039	adel belouchrani and moeness g. amin, blind source separation based on time-frequency signal representations, ieee transactions on signal processing, vol. 46, no. 11, pp. 2888-2897 (nov. 1998). cited by other.
8785134	mullen and hwang, poster presentation, ""fluorescent lectins identify carbohydrate ligands of pathogen adhesins on glycoprotein micelles,"" meeting of the society for glycobiology, nov. 11-14, 2007 (boston, ma). cited by applicant.
8288322	sheets et al., ""efficient construction of a large nonimmune phage antibody library: the production of high-affinity human single-chain antibodies to protein antigens,"" proc. natl. acad. sci. usa, 1998, vol. 95, pp. 6157-6162. cited by other.
5736331	sanger et al., proc. natl. acad. sci., usa, 74, 5463-5467 (1977)..
7155742	symantec corporation ""norton antivirus corporation edition 7.0"" manual, 1999, version 1, 44 pages. cited by other.
5827816	southern and berg, ""transformation of mammalian cells to antibiotic resistance with a bacterial gene under control of the sv40 early region promoter"", j. mol. appl. genet., 1:327-341 (1982)..
8385014	collins and hizlan, ""determinate state convolutional codes"" ieee transactions on communications, dec. 1993. cited by applicant.
5863955	jullno et al., 1993, current opinion in cell biology, 6:812-818..
9102609	yaghi et al., ""design of solids from molecular building blocks: golden opportunities for solid state chemistry,"" j. solid state chem. 152, 1-2 (2000). cited by applicant.
6680517	"tetsuya taniguchi, ""energy-saving display--thin, light, and gentle on the eyes"" nikkei business, apr. 10, 2000 pp. 92-96, no english translation printed.."
5858586	abstract of patent, ja 0155263 (canon kk), dec. 1, 1981 (abstract)..
9186254	radermacher ""image guided orthopedic surgery with individual templates"", helmhotz-institute for biomed. eng., 2 pages, 1997. cited by applicant.
8734823	the columbia encyclopedia; ""virus""; located at: http://www.credoreference.com/entry/columency/virus ; sep. 2, 2012; bearing a date of 2008; 1 page. cited by applicant.
5868702	buckberg, g.d. ""strategies and logic of cardioplegic delivery to prevent, avoid, and reverse ischemic and reperfusion damage"" j thorac cardio vasc surg, 93:127-129 (1987)..
8212864	toet, a., ""multiscale color image enhancement, online: 200208-06 18:09:24.0 http://ieeexplore.ieee.org/search/freesrchabstract.jsp? arnumber=146865andisnumber=3917andpunumber=1197andk2dockey =146865.copyrgt.ieecnfsandquery=%28%28images+and +defects+and+luminance%29%29+%3cin%3e+metadataandpos=1"", intl conf on image proc and its apps, 1992, pp. 583-585. cited by other.
7466429	a.v. oppenheim et al., ""10.3: the time-dependent fourier transform"", discrete-time signal processing, 2.sup.nd edition, pp. 714-722 (prentice hall, new jersey, 1999). cited by other.
d712323	rall, patrick. ""similarities across the 2015 ford mustang lineup could equal big sales gains."" torque news. dec. 31, 2013 [online], [retrieved on apr. 11, 2014]. retrieved from the internet <url: http://www.torquenews.com/106/similarities-across-2015-ford-mustang-lineu- p-could-equal-big-sales-gains>. cited by examiner."
8067400	acupuncture may improve success rate of test-tube pregnancies, acupuncture today, jul. 2002, vol. 3, issue 07. cited by other.
